Trimestre,Setor,Produtividade_Hora_Habitual,Investimento_Tech_USD,VAB_Industria_Volume,Share_it,Bartik_Tech_it,Stringency_Index
2017q4,Serviço de Informação,21.66676601663784,2647083792,1.1,0.014696662110705387,38903296.06974874,0.0
2018q1,Serviço de Informação,20.457002403466102,2489705612,0.5,0.014571066898626727,36277667.0303384,0.0
2018q2,Serviço de Informação,20.927592266174575,2640118823,-1.6,0.014548788517619043,38410530.4172123,0.0
2018q3,Serviço de Informação,19.80445667592272,2587367295,1.1,0.015200054447499896,39328123.759680524,0.0
2018q4,Serviço de Informação,21.22228573192658,2491772963,-0.5,0.014979496653944172,37325504.76164705,0.0
2019q1,Serviço de Informação,19.439232329363907,2532575122,-0.9,0.015579239160937668,39455593.51867889,0.0
2019q2,Serviço de Informação,20.138519719810947,2565062774,0.6,0.01507695738612216,38673342.1363263,0.0
2019q3,Serviço de Informação,20.17011641835823,2376642871,0.2,0.015162040840454825,36034756.27327781,0.0
2019q4,Serviço de Informação,21.22693797614415,2503083604,0.1,0.015632602850902066,39129711.88393662,0.0
2020q1,Serviço de Informação,18.539745377979884,2357524519,-1.9,0.01666761899813913,39294320.46146321,16.942967032967033
2020q2,Serviço de Informação,19.567715011723298,2014228419,-11.8,0.017641672770199526,35534358.65243434,77.64978021978023
2020q3,Serviço de Informação,19.41155260222973,2690365501,15.4,0.018187337938685478,48930586.545267865,73.7641304347826
2020q4,Serviço de Informação,21.630739896407544,2803870802,2.5,0.01761377497560142,49386749.36708709,61.44369565217391
2021q1,Serviço de Informação,19.76251727198388,2671732039,1.7,0.017998995432159506,48088492.76591521,69.496
2021q2,Serviço de Informação,19.501592600226715,2580148771,-1.6,0.01908238286343642,49235386.69284695,62.87582417582417
2021q3,Serviço de Informação,20.68140271674186,2795427895,-1.1,0.017957924990102184,50200084.453649245,55.25532608695652
2021q4,Serviço de Informação,20.435047889536513,2907096620,-2.7,0.019165276567886618,55715310.731868386,51.5175
2022q1,Serviço de Informação,18.729511940381887,2938566873,3.3,0.01860150193834065,54661757.384053126,37.565666666666665
2022q2,Serviço de Informação,17.96438962857089,3216294182,1.5,0.01964448259952376,63182435.0932485,29.496923076923075
2022q3,Serviço de Informação,20.27030326824065,3079200592,0.5,0.018105039262712782,55749047.61592844,24.421739130434784
